id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
155,I think there 's a little hope invested in McNabb and he got a lot of credit for the performance of his team that he really didn 't deserve .,"There is a little hope invested in McNabb , and he got a lot of credit for the performance of this team that he didn 't deserve . ""","[[""McNabb"", ""has"", ""hope_invested""], [""McNabb"", ""got_credit_for"", ""team_performance""], [""McNabb"", ""did_not_deserve"", ""credit""]]","[[""McNabb"", ""has"", ""hope_invested""], [""McNabb"", ""got_credit_for"", ""team_performance""], [""McNabb"", ""did_not_deserve"", ""credit""]]",0.9999999993601314
156,"The Centers for Medicare and Medicaid Services , the federal agency that runs Medicare , last year began a similar effort for nursing homes .",The Centers for Medicare and Medicaid launched a similar consumer tool for nursing homes last year .,"[[""Centers_for_Medicare_and_Medicaid_Services"", ""runs"", ""Medicare""], [""Centers_for_Medicare_and_Medicaid_Services"", ""began_effort_for"", ""nursing_homes""]]","[[""Centers_for_Medicare_and_Medicaid"", ""launched_tool_for"", ""nursing_homes""], [""Centers_for_Medicare_and_Medicaid"", ""launched_tool_in"", ""last_year""]]",0.6471322852774666
157,"Hill , 50 , would be the first person executed for killing an abortion doctor .","On Wednesday , Hill is scheduled to become the first person executed for murdering an abortion doctor .","[[""Hill"", ""age"", ""50""], [""Hill"", ""would_be"", ""first_person_executed""], [""Hill"", ""killed"", ""abortion_doctor""]]","[[""Hill"", ""scheduled_to_become"", ""first_person_executed""], [""Hill"", ""murdered"", ""abortion_doctor""], [""Hill"", ""execution_scheduled_on"", ""Wednesday""]]",0.7607732559138332
158,The Senate 's proposal will need the support of the Democrat-led Assembly and Pataki to become law .,"Even if the Senate approves the proposals , they would require the support of the Democrat-led Assembly and Gov. George Pataki to become law .","[[""Senate"", ""proposal_needs_support_of"", ""Democrat-led_Assembly""], [""Senate"", ""proposal_needs_support_of"", ""Pataki""], [""Senate"", ""proposal_will_become"", ""law""]]","[[""Senate"", ""approves"", ""proposals""], [""proposals"", ""require_support_of"", ""Democrat-led_Assembly""], [""proposals"", ""require_support_of"", ""Gov_George_Pataki""], [""proposals"", ""will_become"", ""law""]]",0.8127847210470613
159,"But Adora Obi Nweze , the NAACP state president , said the state only tried to prove its conclusion of suicide , rather than consider the possibility of murder .","Adora Obi Nweze , the NAACP state president , said the state has refused to consider the possibility of murder .","[[""Adora_Obi_Nweze"", ""is"", ""NAACP_state_president""], [""Adora_Obi_Nweze"", ""said"", ""state_conclusion""], [""state"", ""tried_to_prove"", ""suicide""], [""state"", ""did_not_consider"", ""murder""]]","[[""Adora_Obi_Nweze"", ""is"", ""NAACP_state_president""], [""Adora_Obi_Nweze"", ""said"", ""state_refused_to_consider_murder""], [""state"", ""refused_to_consider"", ""murder""]]",0.651784276574948
160,"The technology-laced Nasdaq Composite Index .IXIC climbed 19.11 points , or 1.2 percent , to 1,615.02 .","The Standard & Poor 's 500 Index .SPX gained 13.68 points , or 1.42 percent , at 977.27 .","[[""Nasdaq_Composite_Index"", ""climbed"", ""19.11_points""], [""Nasdaq_Composite_Index"", ""increased_by"", ""1.2_percent""], [""Nasdaq_Composite_Index"", ""reached"", ""1,615.02""]]","[[""Standard_&_Poor\""s_500_Index"", ""gained"", ""13.68_points""], [""Standard_&_Poor\""s_500_Index"", ""increased_by"", ""1.42_percent""], [""Standard_&_Poor\""s_500_Index"", ""reached"", ""977.27""]]",0.5640137654380946
161,"Shelley 's office reported Friday that 575,926 signatures have been reported to him .","Shelley 's office released signature counts late Friday and said counties had reported counting 575,926 signatures so far .","[[""Shelley"", ""office_reported"", ""575,926_signatures""]]","[[""Shelley"", ""office_released"", ""signature_counts""], [""counties"", ""reported"", ""575,926_signatures""]]",0.8973368618251807
162,The dollar 's slide against the yen was curbed by wariness that Japanese authorities could intervene to stem the yen 's rise .,"Despite hefty losses against the euro , the dollar 's slide versus the yen was curbed by wariness that Japanese authorities could intervene to stem the yen 's rise .","[[""dollar"", ""slide_curbed_by"", ""wariness""], [""wariness"", ""caused_by"", ""Japanese_authorities""], [""Japanese_authorities"", ""could_intervene_in"", ""yen""], [""yen"", ""rise_stemmed_by"", ""Japanese_authorities""], [""dollar"", ""slide_against"", ""yen""]]","[[""dollar"", ""slide_curbed_by"", ""wariness""], [""wariness"", ""caused_by"", ""Japanese_authorities""], [""Japanese_authorities"", ""could_intervene_in"", ""yen""], [""yen"", ""rise_stemmed_by"", ""Japanese_authorities""], [""dollar"", ""slide_against"", ""yen""], [""dollar"", ""experienced_hefty_losses_against"", ""euro""]]",0.9999999574822636
163,"Trans fat makes up only 1 percent to 3 percent of the total fat Americans consume , compared with 14 percent for saturated fat .","Trans fat accounts for 2.5 percent of Americans ' daily calories , compared to 11 percent to 12 percent for saturated fat .","[[""Trans_fat"", ""makes_up"", ""1_to_3_percent_of_total_fat""], [""Trans_fat"", ""compared_to"", ""saturated_fat""], [""Saturated_fat"", ""makes_up"", ""14_percent_of_total_fat""], [""Trans_fat"", ""consumed_by"", ""Americans""]]","[[""Trans_fat"", ""accounts_for"", ""2.5_percent_of_daily_calories""], [""Trans_fat"", ""compared_to"", ""saturated_fat""], [""Saturated_fat"", ""accounts_for"", ""11_to_12_percent_of_daily_calories""], [""Trans_fat"", ""consumed_by"", ""Americans""]]",0.8373768151174725
164,The consensus among Wall Street analysts was for a loss of 28 cents a share .,Analysts surveyed by First Call were expecting sales of $ 723 million and a loss of 28 cents a share .,"[[""Wall_Street_analysts"", ""expected_loss"", ""28_cents_per_share""]]","[[""Analysts"", ""expected_sales"", ""723_million""], [""Analysts"", ""expected_loss"", ""28_cents_per_share""], [""Analysts"", ""surveyed_by"", ""First_Call""]]",0.9808106166479579
165,"Rambus Inc . ( nasdaq : RMBS - news - people ) shot up 38 percent , making it the biggest percentage gainer on the Nasdaq .","Rambus Inc. shot up almost 33 percent , making it the biggest percentage gainer on the Nasdaq .","[[""Rambus_Inc"", ""listed_on"", ""Nasdaq""], [""Rambus_Inc"", ""percentage_gain"", ""38_percent""], [""Rambus_Inc"", ""is"", ""biggest_percentage_gainer""]]","[[""Rambus_Inc"", ""listed_on"", ""Nasdaq""], [""Rambus_Inc"", ""percentage_gain"", ""33_percent""], [""Rambus_Inc"", ""is"", ""biggest_percentage_gainer""]]",0.9975577728756155
166,"A federal appeals court ruled Tuesday that the government was free to withhold the names of more than 700 people detained in the aftermath of Sept . 11 , 2001 .","A federal appeals court ruled Tuesday that the U.S. government can withhold the names of people detained as part of the September 11 investigation , reversing a lower court decision .","[[""federal_appeals_court"", ""ruled"", ""government_can_withhold_names""], [""government"", ""can_withhold_names_of"", ""detained_people""], [""detained_people"", ""number"", ""more_than_700""], [""detained_people"", ""detained_after"", ""Sept_11_2001""]]","[[""federal_appeals_court"", ""ruled"", ""U_S_government_can_withhold_names""], [""U_S_government"", ""can_withhold_names_of"", ""detained_people""], [""detained_people"", ""detained_as_part_of"", ""September_11_investigation""], [""federal_appeals_court"", ""reversed"", ""lower_court_decision""]]",0.7804079630600299
167,Sendmail said the system can even be set up to permit business-only usage .,"The product can be instructed to permit business-only use , according to Sendmail .","[[""Sendmail"", ""said"", ""system""], [""system"", ""can_be_set_up_to"", ""business-only_usage""]]","[[""product"", ""can_be_instructed_to"", ""business-only_use""], [""Sendmail"", ""said"", ""product""]]",0.5191267146447138
168,"The UAW earlier this week reached tentative agreements , also for four years , with Ford Motor Co . , DaimlerChrysler AG 's Chrysler Group and supplier Visteon Corp.","The union earlier this week announced tentative agreements with Ford Motor Co . , DaimlerChrysler AG 's Chrysler Group and supplier Visteon Corp.","[[""UAW"", ""reached_tentative_agreements_with"", ""Ford_Motor_Co""], [""UAW"", ""reached_tentative_agreements_with"", ""DaimlerChrysler_AG""], [""UAW"", ""reached_tentative_agreements_with"", ""Visteon_Corp""], [""DaimlerChrysler_AG"", ""has"", ""Chrysler_Group""]]","[[""union"", ""announced_tentative_agreements_with"", ""Ford_Motor_Co""], [""union"", ""announced_tentative_agreements_with"", ""DaimlerChrysler_AG""], [""union"", ""announced_tentative_agreements_with"", ""Visteon_Corp""], [""DaimlerChrysler_AG"", ""has"", ""Chrysler_Group""]]",0.8508857149175193
169,"The Hubble Space Telescope 's newest picture of Mars shows summer on the Red Planet just as it makes its closest pass by Earth in 60,000 years .","The pictures were taken late Tuesday and early Wednesday as the as the planet made its closest pass by Earth in 60,000 years .","[[""Hubble_Space_Telescope"", ""captured_picture_of"", ""Mars""], [""Mars"", ""location"", ""Red_Planet""], [""Mars"", ""makes_closest_pass_by"", ""Earth""], [""Mars"", ""time_since_last_closest_pass"", ""60,000_years""]]","[[""Mars"", ""makes_closest_pass_by"", ""Earth""], [""Mars"", ""time_since_last_closest_pass"", ""60,000_years""], [""pictures"", ""were_taken_on"", ""Tuesday""], [""pictures"", ""were_taken_on"", ""Wednesday""]]",0.745977447201131
170,"Kinsley , for example , wrote in the Post Monday : "" Sinners have long cherished the fantasy that William Bennett , the virtue magnate , might be among our number .",""" Sinners have long cherished the fantasy that William Bennett , the virtue magnate , might be among our number , "" Michael Kinsely wrote .","[[""Kinsley"", ""wrote_in"", ""Post""], [""William_Bennett"", ""is"", ""virtue_magnate""], [""Kinsley"", ""mentioned"", ""William_Bennett""]]","[[""Michael_Kinsley"", ""wrote"", ""quote""], [""William_Bennett"", ""is"", ""virtue_magnate""]]",0.712973245535573
171,"BOSTON The Catholic archdiocese in Boston has offered $ 55 million to settle more than 500 clergy sex abuse lawsuits , according to a document obtained by The Associated Press .",The American Roman Catholic archdiocese of Boston has offered $ 55 million to settle more than 500 sex abuse lawsuits involving priests .,"[[""Catholic_archdiocese_of_Boston"", ""offered"", ""$55_million""], [""Catholic_archdiocese_of_Boston"", ""settling"", ""more_than_500_clergy_sex_abuse_lawsuits""], [""more_than_500_clergy_sex_abuse_lawsuits"", ""involving"", ""clergy""]]","[[""American_Roman_Catholic_archdiocese_of_Boston"", ""offered"", ""$55_million""], [""American_Roman_Catholic_archdiocese_of_Boston"", ""settling"", ""more_than_500_sex_abuse_lawsuits""], [""more_than_500_sex_abuse_lawsuits"", ""involving"", ""priests""]]",0.990557006153173
172,United already has paid the city $ 34 million in penalties for missing the first round of employment targets .,United has paid $ 34 million in penalties for failing to meet employment targets .,"[[""United"", ""paid"", ""$34_million""], [""United"", ""paid_penalties_to"", ""city""], [""United"", ""missed"", ""first_round_employment_targets""], [""$34_million"", ""is"", ""penalties""]]","[[""United"", ""paid"", ""$34_million""], [""United"", ""paid_penalties_for"", ""missing_employment_targets""]]",0.643865296711924
173,Mississippi placed among the bottom 10 states in 13 of the 17 measures .,Mississippi is among the bottom five states on nine other measures .,"[[""Mississippi"", ""placed"", ""bottom_10_states""], [""Mississippi"", ""ranked_in"", ""13_measures""], [""13_measures"", ""out_of"", ""17_measures""]]","[[""Mississippi"", ""ranked"", ""bottom_five_states""], [""Mississippi"", ""ranked_in"", ""nine_measures""]]",0.6663009651432559
174,""" Events on our system , in and of themselves , could not account for the widespread nature of the outage , "" FirstEnergy Chief Executive Peter Burg told the House panel .",""" Events on our system , in and of themselves , could not account for the widespread nature of the outage , "" Burg said .","[[""FirstEnergy_Chief_Executive"", ""is"", ""Peter_Burg""], [""Peter_Burg"", ""told"", ""House_panel""]]","[[""Burg"", ""said"", ""outage_cannot_be_accounted_for_by_system_events""]]",0.17174773605785296
175,""" I started crying and yelling at him , ' What do you mean , what are you saying , why did you lie to me ? ' ""","Gulping for air , I started crying and yelling at him , ' What do you mean ?","[[""I"", ""started_crying_and_yelling_at"", ""him""], [""I"", ""said_to"", ""him""], [""him"", ""lied_to"", ""I""]]","[[""I"", ""started_crying_and_yelling_at"", ""him""], [""I"", ""said_to"", ""him""], [""I"", ""gulped_for"", ""air""]]",0.9766027678177517
176,"None of Deans opponents picked him as someone to party with , nor was Dean asked that question .",None of Dean 's opponents picked him as someone to party with and Dean was not asked the question .,"[[""Deans_opponents"", ""did_not_pick"", ""Dean""], [""Deans_opponents"", ""did_not_ask"", ""Dean""]]","[[""Deans_opponents"", ""did_not_pick"", ""Dean""], [""Deans_opponents"", ""did_not_ask"", ""Dean""]]",0.9999999538705606
177,"Eyewitnesses told how Sally , 62 , originally from Coatbridge , Lanarkshire , screamed as the escalator collapsed then sucked her in .","Mother-of-two Sally , originally from Coatbridge , Lanarkshire , had stepped on to the escalator when it collapsed .","[[""Sally"", ""age"", ""62""], [""Sally"", ""originally_from"", ""Coatbridge""], [""Sally"", ""originally_from"", ""Lanarkshire""], [""Sally"", ""screamed_on"", ""escalator""], [""escalator"", ""collapsed"", ""escalator""], [""Sally"", ""sucked_in_by"", ""escalator""]]","[[""Sally"", ""age"", ""not_specified""], [""Sally"", ""originally_from"", ""Coatbridge""], [""Sally"", ""originally_from"", ""Lanarkshire""], [""Sally"", ""stepped_on"", ""escalator""], [""escalator"", ""collapsed"", ""escalator""]]",0.789430559009358
